,label_A,label_B,pair,pair_odr,cooccurrence_count_human,label_A_count_human,label_B_count_human,Jaccard_index_human,Tversky_index_human,distance,common_parent_count,w_distance_GT,similarity_GT,jcl_category_A,dbp_category_A,jcl_category_B,dbp_category_B,similarity_DBP,w_distance_DBP,cooccurrence_count_pred,label_A_count_pred,label_B_count_pred,Jaccard_index_pred,Tversky_index_pred
407,château,feuille,"(château, feuille)","(château, feuille)",9.0,3191.0,2288.0,0.0016453382084095063,0.003933566433566434,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1040,http://fr.dbpedia.org/resource/Catégorie:Feuille,2.1147e-15,0.9999999999999979,16.0,8349.0,9237.0,0.000910643141718839,0.0017321641225506116
408,château,fleur,"(château, fleur)","(château, fleur)",105.0,3191.0,10443.0,0.007761105772784389,0.01005458201666188,100,0,3.8125,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1051,http://fr.dbpedia.org/resource/Catégorie:Fleur,0.00076847,0.99923153,127.0,8349.0,18813.0,0.004697614203809876,0.006750651145484505
409,château,lion,"(château, lion)","(château, lion)",25.0,3191.0,1534.0,0.005319148936170213,0.016297262059973925,100,0,3.93359375,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2052,http://fr.dbpedia.org/resource/Catégorie:Panthera_leo,1.6182e-06,0.9999983818,25.0,8349.0,5023.0,0.0018730800929047727,0.004977105315548477
410,château,livre,"(château, livre)","(château, livre)",15.0,3191.0,3387.0,0.0022855401493219562,0.0044286979627989375,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6519,http://fr.dbpedia.org/resource/Catégorie:Livre,8.0948e-06,0.9999919052,12.0,8349.0,14955.0,0.0005151983513652757,0.0008024072216649949
411,château,main,"(château, main)","(château, main)",1.0,3191.0,2350.0,0.00018050541516245486,0.000425531914893617,10,1,1.921875,0.0390625,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2331,http://fr.dbpedia.org/resource/Catégorie:Main,0.0004228,0.9995772,1.0,8349.0,14262.0,4.422821760283061e-05,7.011639321273313e-05
412,château,maison,"(château, maison)","(château, maison)",209.0,3191.0,6845.0,0.021267935280350057,0.030533235938641344,3,4,0.125,0.9375,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2744,http://fr.dbpedia.org/resource/Catégorie:Maison,0.89286,0.10714000000000001,1498.0,8349.0,16495.0,0.06416516748051058,0.09081539860563807
413,château,mer,"(château, mer)","(château, mer)",79.0,3191.0,2317.0,0.014551482777675446,0.03409581355200691,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-618,http://fr.dbpedia.org/resource/Catégorie:Mer,0.05,0.95,165.0,8349.0,5967.0,0.01165995336018656,0.027652086475615886
414,château,montagne,"(château, montagne)","(château, montagne)",155.0,3191.0,2855.0,0.02631132235613648,0.0542907180385289,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-511,http://fr.dbpedia.org/resource/Catégorie:Montagne,3.7007e-15,0.9999999999999963,511.0,8349.0,7189.0,0.034005456844346846,0.07108081791626096
415,château,mouton,"(château, mouton)","(château, mouton)",30.0,3191.0,1498.0,0.00643915003219575,0.020026702269692925,100,0,3.93359375,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2092,http://fr.dbpedia.org/resource/Catégorie:Bovidae,1.6182e-06,0.9999983818,64.0,8349.0,2882.0,0.005731172203814812,0.02220680083275503
416,château,nu,"(château, nu)","(château, nu)",11.0,3191.0,8166.0,0.0009695046712497797,0.0013470487386725448,8,1,1.875,0.0625,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2224,http://fr.dbpedia.org/resource/Catégorie:Nu,0.12953,0.87047,10.0,8349.0,20391.0,0.0003480682213713888,0.0004904124368593988
417,château,nuage,"(château, nuage)","(château, nuage)",26.0,3191.0,1478.0,0.0055998276976093045,0.017591339648173207,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-941,http://fr.dbpedia.org/resource/Catégorie:Nuage,0.00056099,0.99943901,34.0,8349.0,3765.0,0.002814569536423841,0.009030544488711819
418,château,nudité,"(château, nudité)","(château, nudité)",6.0,3191.0,2310.0,0.001091901728844404,0.0025974025974025974,8,1,1.875,0.0625,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2225,http://fr.dbpedia.org/resource/Catégorie:Nudité,3.5987e-06,0.9999964013,5.0,8349.0,12123.0,0.00024429569550984514,0.00041243916522312957
419,château,oiseau,"(château, oiseau)","(château, oiseau)",127.0,3191.0,6382.0,0.013444844378572941,0.01989971795675337,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1740,http://fr.dbpedia.org/resource/Catégorie:Oiseau,1.9308e-15,0.9999999999999981,234.0,8349.0,14696.0,0.010258208758932094,0.01592270005443658
420,château,pont,"(château, pont)","(château, pont)",227.0,3191.0,2412.0,0.042224702380952384,0.09411276948590382,100,0,3.90625,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6186,http://fr.dbpedia.org/resource/Catégorie:Pont,7.3358e-06,0.9999926642,1456.0,8349.0,6849.0,0.1059525542133605,0.2125857789458315
421,château,robe,"(château, robe)","(château, robe)",17.0,3191.0,1375.0,0.003737085073642559,0.012363636363636363,7,1,1.8125,0.09375,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2694,http://fr.dbpedia.org/resource/Catégorie:Vêtement_mixte,3.5987e-06,0.9999964013,29.0,8349.0,4135.0,0.0023283821758329987,0.007013301088270859
422,château,table,"(château, table)","(château, table)",26.0,3191.0,1708.0,0.005335522265544839,0.01522248243559719,6,1,1.6875,0.15625,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2844,http://fr.dbpedia.org/resource/Catégorie:Table,3.2885e-06,0.9999967115,95.0,8349.0,5888.0,0.006717578843162212,0.016134510869565216
423,château,tour,"(château, tour)","(château, tour)",203.0,3191.0,1579.0,0.04444931026932341,0.1285623812539582,7,1,1.8125,0.09375,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3094,http://fr.dbpedia.org/resource/Catégorie:Tour_(construction),1.5894e-05,0.999984106,1115.0,8349.0,3061.0,0.10830500242836329,0.36426004573668735
424,château,uniforme,"(château, uniforme)","(château, uniforme)",13.0,3191.0,1867.0,0.002576808721506442,0.006963042313872523,7,1,1.8125,0.09375,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2701,http://fr.dbpedia.org/resource/Catégorie:Uniforme,3.8099e-06,0.9999961901,25.0,8349.0,4032.0,0.0020233085140822274,0.006200396825396825
425,château,voiture à attelage,"(château, voiture à attelage)","(château, voiture à attelage)",119.0,3191.0,2448.0,0.021557971014492753,0.04861111111111111,100,0,3.9296875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6237,http://fr.dbpedia.org/resource/Catégorie:Traction_animale,0.00076847,0.99923153,436.0,8349.0,7627.0,0.028056628056628057,0.0571653336829684
426,château,à mi-corps,"(château, à mi-corps)","(château, à mi-corps)",7.0,3191.0,4946.0,0.0008610086100861009,0.0014152850788515972,100,0,3.875,0.0,,,,,,,4.0,8349.0,12413.0,0.00019269679159841988,0.0003222428099573028
427,château,église,"(château, église)","(château, église)",139.0,3191.0,5767.0,0.015761424197754847,0.024102653025836657,100,0,3.6875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-8255,http://fr.dbpedia.org/resource/Catégorie:Église,0.2809,0.7191000000000001,1134.0,8349.0,13027.0,0.056022132200375455,0.08704997313272435
428,château,épée,"(château, épée)","(château, épée)",33.0,3191.0,2537.0,0.005794556628621598,0.0130074891604257,100,0,3.90625,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-5549,http://fr.dbpedia.org/resource/Catégorie:Épée,1.6302e-06,0.9999983698,95.0,8349.0,9765.0,0.005272212664409789,0.00972862263184844
429,couronne,ange,"(couronne, ange)","(ange, couronne)",440.0,3746.0,3780.0,0.06209427039232289,0.1164021164021164,100,0,3.6875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6877,http://fr.dbpedia.org/resource/Catégorie:Ange,3.3753e-06,0.9999966247,1922.0,10141.0,15896.0,0.07970143064482688,0.12091092098641168
430,couronne,arbre,"(couronne, arbre)","(arbre, couronne)",311.0,3746.0,12757.0,0.01920701581027668,0.024378772438661128,100,0,3.8125,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1220,http://fr.dbpedia.org/resource/Catégorie:Arbre,3.3984e-06,0.9999966016,362.0,10141.0,21161.0,0.011700064641241112,0.01710694201597278
431,couronne,armure,"(couronne, armure)","(armure, couronne)",212.0,3746.0,1916.0,0.038899082568807336,0.11064718162839249,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-5532,http://fr.dbpedia.org/resource/Catégorie:Armure,0.00050837,0.99949163,774.0,10141.0,6087.0,0.05008412061602174,0.12715623459832429
432,couronne,bateau,"(couronne, bateau)","(bateau, couronne)",102.0,3746.0,5787.0,0.010815396034354788,0.01762571280456195,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6294,http://fr.dbpedia.org/resource/Catégorie:Bateau,3.3898e-06,0.9999966102,118.0,10141.0,15059.0,0.0047045690136352765,0.007835845673683511
433,couronne,bateau à voiles,"(couronne, bateau à voiles)","(bateau à voiles, couronne)",38.0,3746.0,2067.0,0.00658008658008658,0.018384131591678763,100,0,3.90625,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6319,http://fr.dbpedia.org/resource/Catégorie:Voilier,3.3898e-06,0.9999966102,22.0,10141.0,5725.0,0.0013885382479171926,0.0038427947598253277
434,couronne,casque,"(couronne, casque)","(casque, couronne)",144.0,3746.0,1717.0,0.02707275803722504,0.08386721025043681,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-5535,http://fr.dbpedia.org/resource/Catégorie:Casque,0.0015236,0.9984764,708.0,10141.0,5960.0,0.0459949327616449,0.11879194630872483
435,couronne,cavalier,"(couronne, cavalier)","(cavalier, couronne)",38.0,3746.0,2598.0,0.0060260069774817635,0.014626635873749037,100,0,3.9296875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6209,http://fr.dbpedia.org/resource/Catégorie:Équitation,3.3946e-06,0.9999966054,123.0,10141.0,7375.0,0.007071810498476399,0.016677966101694915
436,couronne,chapeau,"(couronne, chapeau)","(chapeau, couronne)",57.0,3746.0,3375.0,0.008069082672706682,0.016888888888888887,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2657,http://fr.dbpedia.org/resource/Catégorie:Chapeau,0.0015236,0.9984764,45.0,10141.0,9109.0,0.002343139807341838,0.004940169063563509
437,couronne,cheval,"(couronne, cheval)","(cheval, couronne)",196.0,3746.0,7385.0,0.017924096936442615,0.026540284360189573,100,0,3.93359375,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2037,http://fr.dbpedia.org/resource/Catégorie:Cheval,3.3946e-06,0.9999966054,394.0,10141.0,23320.0,0.01191520246771706,0.016895368782161236
438,couronne,chien,"(couronne, chien)","(chien, couronne)",70.0,3746.0,3942.0,0.009188763454975058,0.017757483510908167,100,0,3.93359375,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1950,http://fr.dbpedia.org/resource/Catégorie:Chien,3.3946e-06,0.9999966054,67.0,10141.0,9333.0,0.0034523625495955067,0.007178827815279117
439,couronne,château,"(couronne, château)","(château, couronne)",38.0,3746.0,3191.0,0.005508044644151326,0.011908492635537449,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2736,http://fr.dbpedia.org/resource/Catégorie:Château,3.6287e-06,0.9999963713,50.0,10141.0,8349.0,0.0027114967462039045,0.005988741166606779
440,couronne,croix,"(couronne, croix)","(couronne, croix)",293.0,3746.0,2717.0,0.047487844408427876,0.10783952889216047,100,0,3.8125,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-8619,http://fr.dbpedia.org/resource/Catégorie:Croix,4.6995e-06,0.9999953005,657.0,10141.0,9513.0,0.03458440806443123,0.06906338694418164
441,couronne,de face,"(couronne, de face)","(couronne, de face)",102.0,3746.0,3889.0,0.013540422142572681,0.026227822062226794,100,0,3.8125,0.0,,,,,,,327.0,10141.0,13826.0,0.01383248730964467,0.02365109214523362
442,couronne,de profil,"(couronne, de profil)","(couronne, de profil)",254.0,3746.0,5661.0,0.02775046432863542,0.04486839780957428,100,0,3.8125,0.0,,,,,,,698.0,10141.0,18974.0,0.024562761727135167,0.036787182460208706
443,couronne,drapeau,"(couronne, drapeau)","(couronne, drapeau)",92.0,3746.0,1507.0,0.017826002712652587,0.06104844061048441,3,3,0.3125,0.84375,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3562,http://fr.dbpedia.org/resource/Catégorie:Drapeau,4.6988e-06,0.9999953012,191.0,10141.0,2961.0,0.014793586863914491,0.06450523471800068
444,couronne,draperie,"(couronne, draperie)","(couronne, draperie)",168.0,3746.0,3225.0,0.024694987505512273,0.052093023255813956,100,0,3.90625,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3087,http://fr.dbpedia.org/resource/Catégorie:Textile,2.5221e-05,0.999974779,1135.0,10141.0,15977.0,0.04543089300724493,0.07103961945296364
445,couronne,en buste,"(couronne, en buste)","(couronne, en buste)",554.0,3746.0,10914.0,0.039274067772579045,0.05076049111233279,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-175,http://fr.dbpedia.org/resource/Catégorie:Buste,7.8652e-06,0.9999921348,1496.0,10141.0,19996.0,0.05223281310010126,0.07481496299259852
446,couronne,feuille,"(couronne, feuille)","(couronne, feuille)",162.0,3746.0,2288.0,0.027588555858310628,0.07080419580419581,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1040,http://fr.dbpedia.org/resource/Catégorie:Feuille,4.0742e-16,0.9999999999999996,513.0,10141.0,9237.0,0.027193214948316988,0.055537512179278985
447,couronne,fleur,"(couronne, fleur)","(couronne, fleur)",602.0,3746.0,10443.0,0.0443070582174137,0.057646270228861436,100,0,3.8125,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1051,http://fr.dbpedia.org/resource/Catégorie:Fleur,3.3947e-06,0.9999966053,1595.0,10141.0,18813.0,0.05829891443400709,0.0847817998192739
448,couronne,lion,"(couronne, lion)","(couronne, lion)",122.0,3746.0,1534.0,0.02365257851880574,0.07953063885267275,100,0,3.93359375,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2052,http://fr.dbpedia.org/resource/Catégorie:Panthera_leo,1.923e-07,0.9999998077,446.0,10141.0,5023.0,0.030303030303030304,0.08879155882938483
449,couronne,livre,"(couronne, livre)","(couronne, livre)",241.0,3746.0,3387.0,0.034968078932095185,0.07115441393563626,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6519,http://fr.dbpedia.org/resource/Catégorie:Livre,3.9276e-06,0.9999960724,673.0,10141.0,14955.0,0.02755599230233796,0.045001671681711805
450,couronne,main,"(couronne, main)","(couronne, main)",30.0,3746.0,2350.0,0.004945598417408506,0.01276595744680851,100,0,3.921875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2331,http://fr.dbpedia.org/resource/Catégorie:Main,3.3722e-06,0.9999966278,32.0,10141.0,14262.0,0.0013130359853924746,0.00224372458280746
451,couronne,maison,"(couronne, maison)","(couronne, maison)",19.0,3746.0,6845.0,0.0017972001513431707,0.0027757487216946678,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2744,http://fr.dbpedia.org/resource/Catégorie:Maison,3.3984e-06,0.9999966016,,,,,
452,couronne,mer,"(couronne, mer)","(couronne, mer)",47.0,3746.0,2317.0,0.0078125,0.02028485110056107,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-618,http://fr.dbpedia.org/resource/Catégorie:Mer,3.3984e-06,0.9999966016,31.0,10141.0,5967.0,0.0019282204391366548,0.005195240489358137
453,couronne,montagne,"(couronne, montagne)","(couronne, montagne)",30.0,3746.0,2855.0,0.004565515142291888,0.010507880910683012,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-511,http://fr.dbpedia.org/resource/Catégorie:Montagne,4.0371e-16,0.9999999999999996,11.0,10141.0,7189.0,0.0006351405970321612,0.001530115454166087
454,couronne,mouton,"(couronne, mouton)","(couronne, mouton)",81.0,3746.0,1498.0,0.01568855316676351,0.0540720961281709,100,0,3.93359375,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2092,http://fr.dbpedia.org/resource/Catégorie:Bovidae,1.923e-07,0.9999998077,72.0,10141.0,2882.0,0.005559416261292564,0.02498265093684941
455,couronne,nu,"(couronne, nu)","(couronne, nu)",141.0,3746.0,8166.0,0.01197859145357234,0.017266715650257163,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2224,http://fr.dbpedia.org/resource/Catégorie:Nu,6.2277e-05,0.999937723,413.0,10141.0,20391.0,0.01371227464391248,0.020254033642293168
456,couronne,nuage,"(couronne, nuage)","(couronne, nuage)",100.0,3746.0,1478.0,0.0195160031225605,0.06765899864682003,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-941,http://fr.dbpedia.org/resource/Catégorie:Nuage,3.3894e-06,0.9999966106,217.0,10141.0,3765.0,0.015852144057272262,0.05763612217795485
457,couronne,nudité,"(couronne, nudité)","(couronne, nudité)",136.0,3746.0,2310.0,0.022972972972972974,0.05887445887445888,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2225,http://fr.dbpedia.org/resource/Catégorie:Nudité,7.4428e-05,0.999925572,715.0,10141.0,12123.0,0.033180193976518634,0.05897880062690753
458,couronne,oiseau,"(couronne, oiseau)","(couronne, oiseau)",396.0,3746.0,6382.0,0.040690505548705305,0.06204951425885302,100,0,3.875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-1740,http://fr.dbpedia.org/resource/Catégorie:Oiseau,4.0008e-16,0.9999999999999996,963.0,10141.0,14696.0,0.04033676803216889,0.06552803483941208
459,couronne,pont,"(couronne, pont)","(couronne, pont)",26.0,3746.0,2412.0,0.0042400521852576645,0.01077943615257048,100,0,3.90625,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6186,http://fr.dbpedia.org/resource/Catégorie:Pont,7.266e-06,0.999992734,20.0,10141.0,6849.0,0.0011785503830288745,0.0029201343261790044
460,couronne,robe,"(couronne, robe)","(couronne, robe)",118.0,3746.0,1375.0,0.023585848490905458,0.08581818181818182,100,0,3.8125,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2694,http://fr.dbpedia.org/resource/Catégorie:Vêtement_mixte,7.4428e-05,0.999925572,577.0,10141.0,4135.0,0.04211986276370538,0.139540507859734
461,couronne,table,"(couronne, table)","(couronne, table)",38.0,3746.0,1708.0,0.007016248153618907,0.02224824355971897,100,0,3.6875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2844,http://fr.dbpedia.org/resource/Catégorie:Table,7.266e-06,0.999992734,33.0,10141.0,5888.0,0.0020630157539384846,0.005604619565217391
462,couronne,tour,"(couronne, tour)","(couronne, tour)",60.0,3746.0,1579.0,0.011396011396011397,0.03799873337555415,100,0,3.8125,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3094,http://fr.dbpedia.org/resource/Catégorie:Tour_(construction),3.4957e-06,0.9999965043,60.0,10141.0,3061.0,0.004565515142291888,0.019601437438745508
463,couronne,uniforme,"(couronne, uniforme)","(couronne, uniforme)",32.0,3746.0,1867.0,0.005733739473212686,0.01713979646491698,100,0,3.8125,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-2701,http://fr.dbpedia.org/resource/Catégorie:Uniforme,0.00050837,0.99949163,53.0,10141.0,4032.0,0.0037535410764872523,0.01314484126984127
464,couronne,voiture à attelage,"(couronne, voiture à attelage)","(couronne, voiture à attelage)",67.0,3746.0,2448.0,0.010935204831075566,0.027369281045751634,100,0,3.9296875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-6237,http://fr.dbpedia.org/resource/Catégorie:Traction_animale,3.3947e-06,0.9999966053,194.0,10141.0,7627.0,0.011039034937976555,0.025435951225907957
465,couronne,à mi-corps,"(couronne, à mi-corps)","(couronne, à mi-corps)",138.0,3746.0,4946.0,0.01613280336684592,0.027901334411645773,100,0,3.875,0.0,,,,,,,213.0,10141.0,12413.0,0.009534040553242917,0.017159429630226375
466,couronne,église,"(couronne, église)","(couronne, église)",81.0,3746.0,5767.0,0.008587786259541985,0.01404543089994798,100,0,3.6875,0.0,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-3473,http://fr.dbpedia.org/resource/Catégorie:Couronne,http://data.culture.fr/thesaurus/resource/ark:/67717/T523-8255,http://fr.dbpedia.org/resource/Catégorie:Église,3.6287e-06,0.9999963713,165.0,10141.0,13027.0,0.007172977437725514,0.012666001381745605
